payment_id,account_id,payment_date,payment_amount,payment_channel,payment_type,source_system,reversal_of_payment_id
P00003074,A003348,2025-06-30,22.44,bank_transfer,payment,agency_file,
P00003075,A003348,2025-07-11,25.36,bank_transfer,payment,agency_file,
P00003076,A003349,2026-01-19,297.01,bank_transfer,payment,agency_file,
P00003077,A003351,2026-03-17,57.96,card,payment,customer_portal,
P00003078,A003351,2026-03-21,78.78,bank_transfer,payment,bank_file,
P00003079,A003355,2026-02-01,124.24,card,payment,agency_file,
P00003080,A003355,2026-03-16,576.45,direct_debit,payment,direct_debit,
P00003081,A003357,2025-12-18,174.23,cash,payment,customer_portal,
P00003082,A003358,2025-12-04,22.98,card,payment,agency_file,
P00003083,A003358,2025-12-10,10.43,card,payment,bank_file,
P00003084,A003358,2026-01-14,22.16,card,payment,agency_file,
P00003085,A003358,2026-01-25,27.76,bank_transfer,payment,bank_file,
P00003086,A003359,2025-12-26,35.31,card,payment,bank_file,
P00003087,A003359,2026-01-22,35.43,bank_transfer,payment,bank_file,
P00003088,A003359,2026-01-27,29.8,bank_transfer,payment,manual_adjustment,
P00003089,A003359,2026-02-15,53.9,bank_transfer,payment,customer_portal,
P00003090,A003361,2025-03-25,2520.72,card,payment,direct_debit,
P00003091,A003361,2025-04-05,1329.69,bpay,payment,customer_portal,
P00003092,A003361,2025-05-06,1171.62,bpay,payment,agency_file,
P00003093,A003361,2025-05-24,684.07,card,payment,agency_file,
P00003094,A003363,2025-09-26,288.99,card,payment,agency_file,
P00003095,A003364,2026-03-07,307.49,direct_debit,payment,manual_adjustment,
P00003096,A003365,2025-07-24,93.07,bank_transfer,payment,agency_file,
P00003097,A003365,2025-08-23,188.5,cash,payment,bank_file,
P00003098,A003365,2025-10-06,293.91,bank_transfer,payment,bank_file,
P00003099,A003366,2025-11-07,323.1,bank_transfer,payment,manual_adjustment,
P00003100,A003366,2025-11-08,1926.11,direct_debit,payment,bank_file,
P00003101,A003370,2025-12-24,938.53,bank_transfer,payment,bank_file,
P00003102,A003370,2025-12-30,1254.88,cash,payment,agency_file,
P00003103,A003370,2026-01-15,759.17,bank_transfer,payment,customer_portal,
P00003104,A003372,2026-03-18,1347.37,direct_debit,payment,customer_portal,
P00003105,A003377,2025-09-17,322.79,bank_transfer,payment,agency_file,
P00003106,A003377,2025-10-05,289.62,bpay,payment,bank_file,
P00003107,A003377,2025-11-05,647.64,card,payment,agency_file,
P00003108,A003381,2026-04-10,433.62,bank_transfer,payment,direct_debit,
P00003109,A003383,2025-06-21,201.68,bank_transfer,payment,customer_portal,
P00003110,A003383,2025-08-01,209.57,bpay,payment,bank_file,
P00003111,A003383,2025-08-20,280.34,bank_transfer,payment,agency_file,
P00003112,A003384,2026-02-27,3848.35,bpay,payment,agency_file,
P00003113,A003386,2026-01-14,143.75,bpay,payment,agency_file,
P00003114,A003386,2026-02-21,257.74,card,payment,bank_file,
P00003115,A003386,2026-04-20,363.69,card,payment,agency_file,
P00003116,A003388,2025-12-05,45.93,bank_transfer,payment,agency_file,
P00003117,A003388,2025-12-31,248.86,bank_transfer,payment,customer_portal,
P00003118,A003393,2025-05-21,36.43,bpay,payment,customer_portal,
P00003119,A003393,2025-05-30,26.95,direct_debit,payment,bank_file,
P00003120,A003393,2025-07-02,23.77,bank_transfer,payment,bank_file,
P00003121,A003395,2025-06-29,312.58,bank_transfer,payment,bank_file,
P00003122,A003396,2025-04-14,334.35,bank_transfer,payment,manual_adjustment,
P00003123,A003396,2025-05-28,1187.0,direct_debit,payment,agency_file,
P00003124,A003401,2025-05-09,195.69,bank_transfer,payment,customer_portal,
P00003125,A003403,2026-03-10,10.99,bank_transfer,payment,bank_file,
P00003126,A003404,2024-12-14,345.07,cash,payment,agency_file,
P00003127,A003405,2026-04-04,2578.95,bank_transfer,payment,agency_file,
P00003128,A003407,2025-02-15,69.22,cash,payment,agency_file,
P00003129,A003407,2025-02-16,130.76,bpay,payment,customer_portal,
P00003130,A003407,2025-02-27,220.38,bank_transfer,payment,customer_portal,
P00003131,A003411,2025-08-07,123.04,card,payment,agency_file,
P00003132,A003411,2025-09-24,144.12,direct_debit,payment,agency_file,
P00003133,A003411,2025-10-31,159.55,card,payment,agency_file,
P00003134,A003412,2026-03-25,344.55,direct_debit,payment,customer_portal,
P00003135,A003412,2026-04-19,227.56,bank_transfer,payment,customer_portal,
P00003136,A003415,2025-10-31,258.54,card,payment,customer_portal,
P00003137,A003417,2025-10-31,894.91,direct_debit,payment,bank_file,
P00003138,A003417,2025-11-09,686.45,bank_transfer,payment,customer_portal,
P00003139,A003417,2025-12-24,1926.67,card,payment,customer_portal,
P00003140,A003417,2026-01-16,1135.04,bank_transfer,payment,customer_portal,
P00003141,A003417,2026-03-09,166.6,card,payment,agency_file,
P00003142,A003418,2025-02-03,91.47,bank_transfer,payment,customer_portal,
P00003143,A003418,2025-02-28,500.44,bank_transfer,payment,bank_file,
P00003144,A003419,2025-02-03,207.88,card,payment,agency_file,
P00003145,A003419,2025-03-24,1194.49,card,payment,direct_debit,
P00003146,A003421,2026-02-16,2226.72,card,payment,agency_file,
P00003147,A003421,2026-02-18,4144.82,bank_transfer,payment,agency_file,
P00003148,A003428,2025-08-24,135.95,bank_transfer,payment,direct_debit,
P00003149,A003428,2025-09-17,345.86,bank_transfer,payment,bank_file,
P00003150,A003429,2025-08-23,92.0,bpay,payment,agency_file,
P00003151,A003429,2025-09-09,298.64,bpay,payment,agency_file,
P00003152,A003430,2025-05-29,735.98,bpay,payment,agency_file,
P00003153,A003430,2025-07-06,2722.31,cash,payment,agency_file,
P00003154,A003435,2025-03-21,61.58,bank_transfer,payment,agency_file,
P00003155,A003436,2025-04-24,185.28,card,payment,customer_portal,
P00003156,A003436,2025-04-29,176.14,card,payment,agency_file,
P00003157,A003436,2025-05-02,275.3,direct_debit,payment,customer_portal,
P00003158,A003450,2025-05-29,1230.68,bank_transfer,payment,bank_file,
P00003159,A003450,2025-06-17,1215.95,card,payment,agency_file,
P00003160,A003450,2025-06-21,481.47,bank_transfer,payment,manual_adjustment,
P00003161,A003451,2024-12-10,935.3,direct_debit,payment,agency_file,
P00003162,A003451,2024-12-16,775.8,card,payment,bank_file,
P00003163,A003451,2025-01-03,311.68,direct_debit,payment,bank_file,
P00003164,A003451,2025-02-08,366.78,bank_transfer,payment,customer_portal,
P00003165,A003452,2025-04-25,125.59,card,payment,agency_file,
P00003166,A003452,2025-05-18,346.74,card,payment,bank_file,
P00003167,A003453,2024-12-03,578.63,bank_transfer,payment,agency_file,
P00003168,A003453,2024-12-28,431.7,card,payment,agency_file,
P00003169,A003453,2025-01-16,333.77,cash,payment,agency_file,
P00003170,A003453,2025-02-18,955.19,card,payment,agency_file,
P00003171,A003455,2025-03-06,188.98,bpay,payment,customer_portal,
P00003172,A003455,2025-03-27,436.85,direct_debit,payment,agency_file,
P00003173,A003455,2025-04-11,848.62,cash,payment,customer_portal,
P00003174,A003458,2025-12-31,62.39,direct_debit,payment,manual_adjustment,
P00003175,A003458,2026-01-30,204.98,bpay,payment,customer_portal,
P00003176,A003461,2025-08-08,3481.2,card,payment,manual_adjustment,
P00003177,A003465,2025-11-09,107.27,cash,payment,bank_file,
P00003178,A003465,2025-12-04,179.89,card,payment,customer_portal,
P00003179,A003468,2025-02-25,184.65,bank_transfer,payment,agency_file,
P00003180,A003470,2025-02-21,3639.47,bank_transfer,payment,bank_file,
P00003181,A003471,2026-01-13,40.98,bpay,payment,customer_portal,
P00003182,A003471,2026-02-19,41.49,cash,payment,customer_portal,
P00003183,A003471,2026-03-17,13.2,bpay,payment,bank_file,
P00003184,A003473,2026-03-02,111.67,bank_transfer,payment,customer_portal,
P00003185,A003473,2026-04-13,380.3,bank_transfer,payment,agency_file,
P00003186,A003476,2025-07-22,926.6,bank_transfer,payment,agency_file,
P00003187,A003476,2025-08-11,2205.58,bank_transfer,payment,customer_portal,
P00003188,A003483,2025-05-29,96.42,bank_transfer,payment,customer_portal,
P00003189,A003483,2025-06-09,58.64,direct_debit,payment,bank_file,
P00003190,A003483,2025-07-04,88.6,card,payment,bank_file,
P00003191,A003483,2025-08-23,131.23,card,payment,bank_file,
P00003192,A003486,2025-03-26,529.33,bpay,payment,agency_file,
P00003193,A003486,2025-05-08,636.19,card,payment,agency_file,
P00003194,A003486,2025-05-30,698.28,card,payment,bank_file,
P00003194,A003486,2025-05-30,698.28,card,payment,bank_file,
P00003195,A003488,2025-12-20,87.94,bank_transfer,payment,bank_file,
P00003196,A003488,2026-01-18,97.09,bpay,payment,agency_file,
P00003197,A003488,2026-01-23,34.48,bank_transfer,payment,manual_adjustment,
P00003198,A003490,2026-04-24,31.26,direct_debit,payment,customer_portal,
P00003199,A003495,2026-03-29,850.61,bank_transfer,payment,customer_portal,
P00003200,A003496,2025-12-24,10.81,bank_transfer,payment,bank_file,
P00003201,A003500,2025-09-02,137.37,direct_debit,payment,agency_file,
P00003202,A003500,2025-09-29,53.75,cash,payment,bank_file,
P00003203,A003500,2025-10-06,175.96,card,payment,bank_file,
P00003204,A003501,2025-09-04,2085.07,card,payment,customer_portal,
P00003205,A003504,2026-03-20,291.3,bank_transfer,payment,bank_file,
P00003206,A003504,2026-04-10,2097.5,bank_transfer,payment,customer_portal,
P00003207,A003505,2026-02-20,844.39,bpay,payment,bank_file,
P00003208,A003505,2026-03-07,1049.93,bpay,payment,agency_file,
P00003209,A003505,2026-03-22,1198.47,bank_transfer,payment,direct_debit,
P00003210,A003507,2025-12-22,2840.06,bpay,payment,manual_adjustment,
P00003211,A003508,2025-05-23,226.98,bpay,payment,customer_portal,
P00003212,A003508,2025-06-17,501.05,bank_transfer,payment,customer_portal,
P00003213,A003508,2025-07-05,247.66,bank_transfer,payment,bank_file,
P00003214,A003508,2025-07-18,471.08,card,payment,bank_file,
P00003215,A003510,2025-07-22,480.0,bank_transfer,payment,customer_portal,
P00003216,A003511,2026-04-08,84.61,card,payment,bank_file,
P00003217,A003512,2025-04-29,129.85,direct_debit,payment,direct_debit,
P00003218,A003512,2025-05-31,238.64,bank_transfer,payment,direct_debit,
P00003219,A003515,2025-01-25,111.55,card,payment,direct_debit,
P00003220,A003515,2025-02-11,171.57,card,payment,bank_file,
P00003221,A003518,2025-05-16,129.51,bank_transfer,payment,customer_portal,
P00003222,A003518,2025-06-16,262.44,card,payment,agency_file,
P00003223,A003518,2025-07-03,205.81,bank_transfer,payment,bank_file,
P00003224,A003519,2026-04-03,1244.15,bank_transfer,payment,bank_file,
P00003225,A003519,2026-04-14,3994.63,card,payment,manual_adjustment,
P00003226,A003521,2025-09-04,268.43,card,payment,bank_file,
P00003227,A003521,2025-09-11,287.61,bank_transfer,payment,bank_file,
P00003228,A003521,2025-09-18,89.96,card,payment,bank_file,
P00003229,A003522,2025-09-27,143.7,card,payment,manual_adjustment,
P00003230,A003524,2025-04-21,74.73,card,payment,agency_file,
P00003231,A003524,2025-05-14,104.81,card,payment,direct_debit,
P00003232,A003525,2026-03-22,856.81,card,payment,direct_debit,
P00003233,A003525,2026-04-02,624.47,bpay,payment,agency_file,
P00003234,A003525,2026-04-03,360.45,bpay,payment,bank_file,
P00003235,A003526,2025-10-03,316.61,bpay,payment,agency_file,
P00003236,A003531,2025-09-21,144.52,bank_transfer,payment,bank_file,
P00003237,A003531,2025-10-14,262.34,card,payment,agency_file,
P00003238,A003531,2025-11-17,494.86,direct_debit,payment,bank_file,
P00003239,A003534,2025-07-29,258.46,bank_transfer,payment,customer_portal,
P00003240,A003534,2025-08-02,169.83,direct_debit,payment,bank_file,
P00003241,A003534,2025-08-31,105.02,bpay,payment,direct_debit,
P00003242,A003534,2025-09-29,215.83,card,payment,customer_portal,
P00003243,A003539,2025-04-20,25.63,bank_transfer,payment,customer_portal,
P00003244,A003539,2025-05-10,146.42,card,payment,bank_file,
P00003245,A003542,2025-02-21,102.94,bpay,payment,agency_file,
P00003245,A003542,2025-02-21,102.94,bpay,payment,agency_file,
P00003246,A003544,2025-05-17,51.45,card,payment,manual_adjustment,
P00003247,A003544,2025-06-15,36.78,card,payment,customer_portal,
P00003248,A003544,2025-06-27,102.14,bank_transfer,payment,agency_file,
P00003718,A003544,2025-08-11,-55.79,bank_transfer,reversal,manual_adjustment,P00003248
P00003249,A003545,2026-03-23,674.0,bank_transfer,payment,bank_file,
P00003250,A003545,2026-04-12,913.22,card,payment,agency_file,
P00003251,A003546,2025-02-04,36.82,bpay,payment,direct_debit,
P00003252,A003546,2025-02-21,102.72,cash,payment,agency_file,
P00003253,A003554,2025-10-09,157.38,card,payment,agency_file,
P00003254,A003554,2025-11-05,922.81,card,payment,customer_portal,
P00003255,A003556,2025-10-31,455.41,card,payment,manual_adjustment,
P00003256,A003557,2025-12-02,52.64,bank_transfer,payment,bank_file,
P00003257,A003559,2025-09-24,51.33,card,payment,customer_portal,
P00003258,A003559,2025-10-29,76.59,bank_transfer,payment,bank_file,
P00003259,A003559,2025-11-15,85.0,direct_debit,payment,customer_portal,
P00003260,A003566,2025-08-09,57.12,direct_debit,payment,agency_file,
P00003261,A003566,2025-08-10,65.14,bpay,payment,agency_file,
P00003262,A003566,2025-09-24,25.41,card,payment,agency_file,
P00003263,A003566,2025-10-21,48.01,bank_transfer,payment,agency_file,
P00003264,A003567,2025-10-15,187.49,card,payment,bank_file,
P00003265,A003569,2025-08-27,44.58,bank_transfer,payment,direct_debit,
P00003266,A003569,2025-09-21,277.9,card,payment,direct_debit,
P00003267,A003573,2024-12-04,3580.55,direct_debit,payment,customer_portal,
P00003268,A003573,2024-12-31,3088.22,bank_transfer,payment,customer_portal,
P00003269,A003573,2025-02-20,1822.36,bank_transfer,payment,customer_portal,
P00003270,A003573,2025-02-26,95.78,bpay,payment,bank_file,
P00003271,A003574,2025-09-23,245.71,bpay,payment,agency_file,
P00003272,A003576,2025-08-03,224.2,bank_transfer,payment,customer_portal,
P00003273,A003576,2025-08-23,200.53,bpay,payment,agency_file,
P00003274,A003576,2025-09-02,167.38,direct_debit,payment,bank_file,
P00003275,A003577,2025-07-02,435.41,bank_transfer,payment,agency_file,
P00003276,A003581,2026-04-04,177.67,card,payment,bank_file,
P00003277,A003582,2025-04-16,15.11,bpay,payment,bank_file,
P00003278,A003582,2025-05-01,29.04,card,payment,agency_file,
P00003279,A003582,2025-06-11,11.17,card,payment,bank_file,
P00003280,A003582,2025-07-21,20.99,card,payment,direct_debit,
P00003281,A003583,2025-03-24,638.47,bank_transfer,payment,agency_file,
P00003282,A003583,2025-05-11,1018.73,direct_debit,payment,customer_portal,
P00003283,A003585,2025-06-28,282.09,bank_transfer,payment,agency_file,
P00003284,A003585,2025-07-07,773.73,card,payment,customer_portal,
P00003285,A003585,2025-07-25,310.76,direct_debit,payment,customer_portal,
P00003286,A003585,2025-08-24,856.62,bank_transfer,payment,bank_file,
P00003287,A003587,2025-11-17,181.46,bank_transfer,payment,bank_file,
P00003288,A003587,2025-12-23,65.95,bank_transfer,payment,customer_portal,
P00003289,A003587,2025-12-31,210.29,direct_debit,payment,agency_file,
P00003290,A003587,2026-01-01,30.72,card,payment,customer_portal,
P00003291,A003588,2025-11-03,777.49,card,payment,bank_file,
P00003292,A003594,2026-03-07,49.88,card,payment,agency_file,
P00003293,A003594,2026-03-28,69.76,card,payment,manual_adjustment,
P00003294,A003596,2026-03-24,396.11,card,payment,direct_debit,
P00003295,A003596,2026-04-02,363.43,card,payment,customer_portal,
P00003296,A003599,2025-07-06,150.8,bank_transfer,payment,agency_file,
P00003297,A003601,2025-01-31,60.69,card,payment,bank_file,
P00003298,A003601,2025-02-26,77.63,direct_debit,payment,agency_file,
P00003299,A003603,2025-09-17,60.11,bank_transfer,payment,customer_portal,
P00003300,A003603,2025-09-24,437.62,direct_debit,payment,agency_file,
P00003301,A003605,2026-04-18,64.24,bank_transfer,payment,customer_portal,
P00003756,A003605,2026-04-30,251.11,bank_transfer,payment,manual_adjustment,
P00003302,A003606,2026-03-13,49.1,direct_debit,payment,agency_file,
P00003303,A003606,2026-04-08,234.96,bank_transfer,payment,agency_file,
P00003304,A003608,2025-08-10,68.55,card,payment,agency_file,
P00003305,A003609,2025-04-15,59.02,card,payment,agency_file,
P00003306,A003609,2025-04-21,48.03,cash,payment,customer_portal,
P00003307,A003609,2025-04-25,39.03,card,payment,bank_file,
P00003308,A003610,2025-12-09,573.6,bank_transfer,payment,customer_portal,
P00003309,A003610,2026-01-21,3994.87,bank_transfer,payment,customer_portal,
P00003310,A003611,2025-06-10,306.63,bpay,payment,agency_file,
P00003311,A003611,2025-07-07,805.1,bank_transfer,payment,agency_file,
P00003312,A003613,2025-11-06,83.72,card,payment,agency_file,
P00003313,A003613,2025-12-20,76.85,direct_debit,payment,customer_portal,
P00003314,A003613,2026-02-08,81.01,bank_transfer,payment,direct_debit,
P00003315,A003613,2026-03-10,27.68,bank_transfer,payment,agency_file,
P00003316,A003621,2025-10-14,114.95,card,payment,bank_file,
P00003317,A003621,2025-11-15,183.31,card,payment,agency_file,
P00003318,A003621,2025-11-23,568.28,card,payment,bank_file,
P00003319,A003623,2025-05-14,94.05,bank_transfer,payment,agency_file,
P00003320,A003623,2025-06-07,119.14,cash,payment,agency_file,
P00003321,A003623,2025-06-23,101.97,card,payment,customer_portal,
P00003322,A003624,2026-01-27,157.88,bank_transfer,payment,bank_file,
P00003323,A003624,2026-02-25,137.7,bank_transfer,payment,bank_file,
P00003732,A003624,2026-03-02,0.0,bank_transfer,payment,agency_file,
P00003324,A003624,2026-04-13,68.73,card,payment,agency_file,
P00003325,A003626,2026-02-09,32.37,card,payment,bank_file,
P00003326,A003626,2026-03-09,36.32,card,payment,customer_portal,
P00003327,A003626,2026-03-19,15.41,bank_transfer,payment,agency_file,
P00003328,A003628,2026-01-10,3112.74,bank_transfer,payment,agency_file,
P00003329,A003628,2026-02-07,1889.46,bank_transfer,payment,customer_portal,
P00003330,A003628,2026-03-09,2138.88,bank_transfer,payment,agency_file,
P00003331,A003628,2026-04-07,619.84,bank_transfer,payment,bank_file,
P00003332,A003631,2025-07-30,57.42,card,payment,customer_portal,
P00003333,A003631,2025-09-07,233.39,bpay,payment,agency_file,
P00003334,A003633,2026-01-01,437.84,direct_debit,payment,customer_portal,
P00003335,A003633,2026-01-23,1235.79,card,payment,agency_file,
P00003336,A003634,2025-05-12,380.46,direct_debit,payment,direct_debit,
P00003337,A003634,2025-05-22,1098.07,bpay,payment,agency_file,
P00003338,A003634,2025-07-04,739.03,bank_transfer,payment,agency_file,
P00003339,A003634,2025-08-06,887.29,card,payment,customer_portal,
P00003340,A003637,2025-05-21,219.74,card,payment,customer_portal,
P00003341,A003639,2025-03-11,26.89,bank_transfer,payment,customer_portal,
P00003342,A003639,2025-04-28,87.62,direct_debit,payment,customer_portal,
P00003343,A003640,2025-03-29,120.91,card,payment,bank_file,
P00003344,A003640,2025-05-13,392.84,card,payment,direct_debit,
P00003345,A003645,2025-08-03,1872.78,bank_transfer,payment,customer_portal,
P00003346,A003647,2025-12-22,210.61,bank_transfer,payment,bank_file,
P00003347,A003647,2026-01-02,322.87,card,payment,direct_debit,
P00003348,A003650,2025-09-12,79.4,card,payment,customer_portal,
P00003349,A003650,2025-10-06,77.14,bank_transfer,payment,direct_debit,
P00003350,A003650,2025-11-17,77.52,bank_transfer,payment,agency_file,
P00003351,A003656,2024-12-04,100.6,bank_transfer,payment,customer_portal,
P00003352,A003656,2025-01-08,263.24,bank_transfer,payment,customer_portal,
P00003353,A003656,2025-02-07,278.88,direct_debit,payment,bank_file,
P00003354,A003656,2025-02-18,153.81,bpay,payment,customer_portal,
P00003355,A003657,2025-03-24,1133.63,bank_transfer,payment,agency_file,
P00003356,A003658,2025-12-11,22.14,direct_debit,payment,bank_file,
P00003357,A003658,2026-01-06,27.52,bank_transfer,payment,agency_file,
P00003358,A003658,2026-01-10,35.87,direct_debit,payment,customer_portal,
P00003359,A003659,2025-08-29,61.61,direct_debit,payment,customer_portal,
P00003360,A003659,2025-09-10,37.04,bpay,payment,agency_file,
P00003361,A003659,2025-10-12,125.82,cash,payment,bank_file,
P00003362,A003661,2025-06-21,281.48,bank_transfer,payment,agency_file,
P00003363,A003662,2025-07-11,114.48,bank_transfer,payment,direct_debit,
P00003364,A003662,2025-07-23,76.97,card,payment,customer_portal,
P00003365,A003662,2025-08-20,43.89,bank_transfer,payment,agency_file,
P00003366,A003662,2025-09-12,23.37,direct_debit,payment,customer_portal,
P00003367,A003663,2026-02-16,773.66,direct_debit,payment,agency_file,
P00003368,A003663,2026-03-09,460.41,bank_transfer,payment,bank_file,
P00003369,A003663,2026-03-25,440.98,cash,payment,agency_file,
P00003370,A003664,2025-05-08,439.82,cash,payment,customer_portal,
P00003371,A003666,2026-01-18,98.35,bpay,payment,agency_file,
P00003372,A003666,2026-02-03,77.04,bank_transfer,payment,customer_portal,
P00003373,A003666,2026-02-17,140.8,card,payment,bank_file,
P00003374,A003668,2025-03-17,1762.02,bank_transfer,payment,agency_file,
P00003375,A003668,2025-04-21,1312.01,bank_transfer,payment,customer_portal,
P00003376,A003668,2025-05-25,1514.07,card,payment,bank_file,
P00003377,A003673,2026-02-05,669.04,cash,payment,bank_file,
P00003378,A003679,2026-01-17,385.98,direct_debit,payment,bank_file,
P00003379,A003679,2026-02-19,172.68,card,payment,bank_file,
P00003380,A003679,2026-03-31,330.04,bank_transfer,payment,manual_adjustment,
P00003381,A003682,2026-03-29,53.75,bank_transfer,payment,customer_portal,
P00003382,A003682,2026-04-21,106.39,bank_transfer,payment,bank_file,
P00003383,A003683,2025-08-09,204.1,card,payment,bank_file,
P00003384,A003683,2025-08-31,280.81,bank_transfer,payment,customer_portal,
P00003385,A003687,2025-07-17,5045.92,bank_transfer,payment,agency_file,
P00003386,A003688,2026-03-18,876.98,bpay,payment,bank_file,
P00003387,A003689,2025-07-13,90.23,bank_transfer,payment,bank_file,
P00003388,A003689,2025-07-29,174.28,bank_transfer,payment,bank_file,
P00003389,A003695,2025-06-01,436.03,direct_debit,payment,bank_file,
P00003390,A003695,2025-06-21,562.52,bank_transfer,payment,bank_file,
P00003391,A003695,2025-07-08,300.63,cash,payment,bank_file,
P00003392,A003696,2025-03-17,108.29,bank_transfer,payment,agency_file,
P00003393,A003696,2025-04-10,80.83,card,payment,direct_debit,
P00003735,A003696,2025-04-10,0.0,card,payment,agency_file,
P00003394,A003696,2025-05-13,313.85,bank_transfer,payment,customer_portal,
P00003395,A003698,2025-10-15,21.78,direct_debit,payment,agency_file,
P00003396,A003698,2025-11-26,127.93,bank_transfer,payment,direct_debit,
P00003397,A003699,2026-03-22,41.11,bank_transfer,payment,customer_portal,
P00003398,A003699,2026-04-19,104.47,bank_transfer,payment,agency_file,
P00003399,A003700,2024-12-22,77.63,cash,payment,customer_portal,
P00003400,A003700,2025-01-04,312.08,bpay,payment,agency_file,
P00003401,A003702,2026-02-08,69.25,bank_transfer,payment,agency_file,
P00003402,A003702,2026-04-01,416.71,card,payment,customer_portal,
P00003403,A003703,2025-02-06,692.28,card,payment,agency_file,
P00003404,A003703,2025-03-23,441.66,card,payment,agency_file,
P00003405,A003703,2025-03-29,789.65,direct_debit,payment,agency_file,
P00003406,A003703,2025-04-30,125.26,card,payment,bank_file,
P00003407,A003705,2025-09-14,1783.71,card,payment,customer_portal,
P00003408,A003706,2024-12-29,194.97,bank_transfer,payment,bank_file,
P00003409,A003707,2025-12-28,118.27,card,payment,agency_file,
P00003409,A003707,2025-12-28,118.27,card,payment,agency_file,
P00003410,A003707,2026-02-04,83.56,bank_transfer,payment,agency_file,
P00003411,A003707,2026-03-20,111.75,bpay,payment,bank_file,
P00003412,A003709,2025-12-12,17.23,card,payment,agency_file,
P00003413,A003709,2026-01-07,20.71,bank_transfer,payment,customer_portal,
P00003414,A003709,2026-01-23,33.25,bank_transfer,payment,customer_portal,
P00003415,A003710,2025-12-18,699.13,direct_debit,payment,customer_portal,
P00003725,A003710,2025-12-31,-621.07,direct_debit,refund,manual_adjustment,P00003415
P00003416,A003710,2026-01-05,1709.11,bpay,payment,agency_file,
P00003417,A003712,2025-09-14,13.0,bank_transfer,payment,customer_portal,
P00003418,A003712,2025-09-16,11.76,card,payment,agency_file,
P00003419,A003712,2025-10-31,49.49,direct_debit,payment,manual_adjustment,
P00003420,A003713,2025-05-01,172.07,cash,payment,customer_portal,
P00003421,A003713,2025-05-13,558.87,direct_debit,payment,agency_file,
P00003422,A003714,2026-04-18,185.63,bank_transfer,payment,agency_file,
P00003423,A003715,2025-09-27,448.74,bank_transfer,payment,agency_file,
P00003424,A003715,2025-10-25,596.93,bank_transfer,payment,customer_portal,
P00003425,A003715,2025-11-04,420.89,bank_transfer,payment,bank_file,
P00003426,A003715,2025-11-26,94.57,card,payment,agency_file,
P00003427,A003717,2026-03-06,3859.16,bank_transfer,payment,bank_file,
P00003428,A003717,2026-03-30,3202.21,bpay,payment,customer_portal,
P00003429,A003717,2026-04-14,2270.65,card,payment,bank_file,
P00003430,A003720,2025-10-19,247.81,bank_transfer,payment,bank_file,
P00003431,A003720,2025-10-24,347.9,bank_transfer,payment,bank_file,
P00003432,A003723,2025-08-29,11.82,bank_transfer,payment,agency_file,
P00003433,A003723,2025-09-02,49.64,card,payment,bank_file,
P00003434,A003727,2025-05-22,694.39,bank_transfer,payment,direct_debit,
P00003435,A003727,2025-05-31,960.75,direct_debit,payment,customer_portal,
P00003436,A003727,2025-06-12,843.91,direct_debit,payment,agency_file,
P00003437,A003727,2025-06-22,578.04,bpay,payment,direct_debit,
P00003438,A003730,2025-04-29,30.32,bpay,payment,bank_file,
P00003439,A003730,2025-05-19,83.87,card,payment,agency_file,
P00003440,A003733,2025-09-10,66.87,direct_debit,payment,manual_adjustment,
P00003441,A003733,2025-10-03,77.32,bpay,payment,bank_file,
P00003442,A003733,2025-10-25,39.41,direct_debit,payment,direct_debit,
P00003443,A003735,2025-09-25,1999.82,direct_debit,payment,bank_file,
P00003444,A003742,2026-03-06,675.81,direct_debit,payment,agency_file,
P00003445,A003742,2026-04-02,548.55,bank_transfer,payment,bank_file,
P00003446,A003744,2025-10-18,86.16,direct_debit,payment,agency_file,
P00003447,A003744,2025-10-27,54.31,bank_transfer,payment,customer_portal,
P00003448,A003744,2025-11-02,74.48,cash,payment,bank_file,
P00003449,A003745,2025-03-10,718.1,direct_debit,payment,agency_file,
P00003450,A003745,2025-04-28,538.07,direct_debit,payment,bank_file,
P00003451,A003745,2025-05-19,312.35,bank_transfer,payment,agency_file,
P00003452,A003745,2025-06-03,587.61,bank_transfer,payment,agency_file,
P00003453,A003747,2024-11-24,725.39,direct_debit,payment,bank_file,
P00003454,A003750,2025-07-24,2364.5,card,payment,customer_portal,
P00003455,A003752,2026-02-07,381.74,direct_debit,payment,customer_portal,
P00003456,A003752,2026-03-21,494.19,card,payment,bank_file,
P00003457,A003752,2026-04-25,961.32,bank_transfer,payment,customer_portal,
P00003458,A003753,2025-07-23,840.73,card,payment,agency_file,
P00003459,A003753,2025-09-11,4414.23,card,payment,direct_debit,
P00003460,A003754,2025-09-16,92.49,bank_transfer,payment,direct_debit,
P00003461,A003754,2025-10-19,88.73,bpay,payment,direct_debit,
P00003462,A003754,2025-11-17,50.9,card,payment,customer_portal,
P00003463,A003755,2025-12-05,568.74,cash,payment,manual_adjustment,
P00003464,A003755,2026-01-01,676.36,bank_transfer,payment,bank_file,
P00003465,A003755,2026-01-11,1635.76,card,payment,manual_adjustment,
P00003466,A003759,2025-12-07,801.67,bank_transfer,payment,agency_file,
P00003467,A003759,2026-01-08,934.08,direct_debit,payment,agency_file,
P00003468,A003759,2026-01-18,425.11,bank_transfer,payment,bank_file,
P00003469,A003762,2025-06-26,96.1,bpay,payment,bank_file,
P00003470,A003762,2025-07-24,168.85,direct_debit,payment,customer_portal,
