account_id,customer_id,placement_date,placed_balance,original_balance,product_type,risk_band,customer_age,age_band,income_band,employment_status,state,region,customer_segment,digital_consent,hardship_flag,dispute_flag,prior_successful_payments_12m,credit_score_band,tenure_months,assigned_agency,treatment_stream
A003386,C001065,2025-12-22,1681.48,1675.23,credit_card,D,68,65_plus,40k_70k,casual,VIC,metro,standard,1,0,0,0,540_599,37,agency_alpha,digital_first
A003387,C002983,2025-09-01,385.63,421.04,utility_arrears,D,40,35_44,70k_100k,casual,WA,metro,standard,0,0,0,0,540_599,26,internal_collections,digital_first
A003388,C001012,2025-12-04,1664.05,2139.24,credit_card,B,27,25_34,under_40k,student,QLD,metro,standard,0,0,0,4,660_719,52,agency_alpha,digital_first
A003389,C003236,2025-11-02,6016.71,8322.52,personal_loan,C,64,55_64,40k_70k,full_time,ACT,metro,dispute_prone,1,0,1,0,600_659,30,agency_alpha,digital_first
A003390,C001503,2026-01-13,142.71,170.72,telco_arrears,C,45,45_54,under_40k,part_time,WA,metro,standard,0,1,0,0,600_659,63,internal_collections,digital_first
A003391,C000958,2025-06-27,5855.69,9136.26,credit_card,C,36,35_44,100k_150k,unemployed,VIC,metro,dispute_prone,1,0,1,3,600_659,27,agency_alpha,digital_first
A003392,C002573,2025-08-22,501.22,670.06,bnpl,C,35,35_44,40k_70k,full_time,SA,metro,hardship,0,1,0,1,600_659,26,internal_collections,phone_first
A003393,C001729,2025-04-24,326.0,363.64,telco_arrears,E,31,25_34,100k_150k,unemployed,TAS,metro,digital_engaged,1,0,0,1,under_540,58,agency_beta,digital_first
A003394,C001045,2026-04-15,538.05,398.47,telco_arrears,E,46,45_54,70k_100k,unemployed,VIC,metro,standard,1,1,0,1,under_540,34,agency_beta,phone_first
A003395,C002352,2025-05-24,1259.95,1886.07,credit_card,E,42,35_44,100k_150k,casual,NSW,metro,digital_engaged,1,0,0,1,under_540,34,agency_beta,hardship_review
A003396,C002199,2025-04-11,3125.12,2828.07,personal_loan,A,38,35_44,70k_100k,full_time,NSW,regional,standard,1,0,0,1,720_plus,4,internal_collections,digital_first
A003397,C000827,2026-01-04,1157.35,2550.54,personal_loan,A,30,25_34,40k_70k,unemployed,VIC,metro,digital_engaged,1,0,0,3,720_plus,17,agency_alpha,sms_email_sequence
A003398,C002313,2025-05-07,973.46,1158.89,credit_card,B,56,55_64,40k_70k,full_time,NSW,metro,digital_engaged,0,0,0,0,660_719,33,agency_alpha,legal_warning
A003399,C000763,2025-08-04,6187.75,5855.55,personal_loan,B,35,35_44,40k_70k,part_time,VIC,metro,hardship,0,1,0,1,660_719,25,agency_alpha,digital_first
A003400,C002151,2025-05-06,950.16,775.6,credit_card,B,51,45_54,under_40k,casual,QLD,metro,dispute_prone,1,0,1,1,660_719,76,agency_alpha,sms_email_sequence
A003401,C000882,2025-05-06,315.18,311.75,telco_arrears,B,25,25_34,under_40k,full_time,VIC,metro,standard,1,0,0,5,660_719,31,agency_alpha,sms_email_sequence
A003402,C001890,2026-03-25,769.16,708.97,credit_card,C,34,25_34,70k_100k,part_time,QLD,remote,standard,1,0,0,6,600_659,68,agency_beta,phone_first
A003403,C001716,2026-03-09,211.67,415.79,credit_card,D,41,35_44,70k_100k,full_time,NSW,metro,standard,0,0,0,0,540_599,32,agency_beta,standard
A003404,C002406,2024-12-06,523.75,1002.56,bnpl,A,39,35_44,under_40k,unemployed,NSW,metro,standard,0,0,0,3,720_plus,89,agency_alpha,hardship_review
A003405,C001427,2026-03-25,12503.47,10116.03,personal_loan,C,25,25_34,150k_plus,part_time,SA,regional,digital_engaged,1,0,0,1,600_659,31,internal_collections,digital_first
A003406,C001453,2025-06-05,3636.06,5100.23,credit_card,C,30,25_34,100k_150k,unemployed,QLD,metro,standard,0,0,0,2,600_659,16,agency_alpha,phone_first
A003407,C001108,2025-02-01,487.16,652.33,utility_arrears,A,44,35_44,70k_100k,casual,SA,metro,standard,1,0,0,0,720_plus,59,internal_collections,phone_first
A003408,C002488,2025-01-09,687.63,910.75,credit_card,C,51,45_54,under_40k,full_time,QLD,regional,digital_engaged,1,0,0,1,600_659,47,agency_alpha,digital_first
A003409,C001003,2025-05-11,1073.01,2030.8,personal_loan,C,38,35_44,40k_70k,full_time,QLD,metro,standard,0,0,0,1,600_659,65,agency_beta,standard
A003410,C000259,2025-09-21,1605.88,1392.64,credit_card,A,18,18_24,40k_70k,full_time,WA,regional,hardship,0,1,0,4,720_plus,52,agency_gamma,standard
A003411,C003053,2025-04-17,1329.92,2183.56,credit_card,E,72,65_plus,150k_plus,retired,VIC,metro,digital_engaged,1,0,1,0,under_540,17,agency_beta,sms_email_sequence
A003412,C002175,2026-03-14,3214.93,3849.61,personal_loan,D,44,35_44,150k_plus,full_time,VIC,metro,standard,0,0,0,1,540_599,30,agency_gamma,phone_first
A003413,C002182,2025-08-08,208.89,272.83,bnpl,D,43,35_44,40k_70k,full_time,UNKNOWN,regional,hardship,1,1,0,2,540_599,36,agency_gamma,standard
A003414,C002624,2025-12-05,952.19,1586.85,credit_card,C,35,35_44,40k_70k,part_time,SA,regional,standard,1,0,0,0,600_659,34,agency_alpha,hardship_review
A003415,C002688,2025-10-12,811.89,689.08,utility_arrears,C,26,25_34,under_40k,part_time,WA,regional,standard,1,0,0,4,600_659,50,internal_collections,sms_email_sequence
A003416,C000027,2025-12-16,1813.6,2219.96,credit_card,C,32,25_34,under_40k,self_employed,NSW,metro,dispute_prone,0,0,1,1,600_659,0,internal_collections,phone_first
A003417,C002158,2025-09-17,10620.01,8306.2,personal_loan,D,52,45_54,100k_150k,full_time,TAS,regional,standard,1,0,0,1,540_599,0,agency_gamma,sms_email_sequence
A003418,C002189,2024-11-05,1479.63,1863.24,credit_card,C,35,35_44,under_40k,full_time,NSW,metro,digital_engaged,0,0,0,1,600_659,55,agency_alpha,phone_first
A003419,C002650,2024-11-22,3104.24,2600.0,personal_loan,C,29,25_34,40k_70k,full_time,NT,metro,standard,1,0,0,1,600_659,71,agency_beta,phone_first
A003420,C001746,2025-08-24,222.97,388.98,utility_arrears,D,29,25_34,40k_70k,part_time,VIC,metro,digital_engaged,0,0,0,2,540_599,31,internal_collections,phone_first
A003421,C002309,2026-02-16,14026.65,10455.49,personal_loan,D,32,25_34,100k_150k,full_time,VIC,metro,standard,0,0,0,3,540_599,88,agency_alpha,legal_warning
A003422,C000953,2025-03-17,6121.29,8330.34,personal_loan,C,18,18_24,70k_100k,full_time,NSW,metro,digital_engaged,0,0,0,0,600_659,22,agency_gamma,hardship_review
A003423,C001588,2025-07-14,1830.31,3426.87,credit_card,A,29,25_34,70k_100k,casual,QLD,regional,standard,1,0,0,2,720_plus,69,agency_beta,phone_first
A003424,C002652,2026-04-02,3603.09,5578.87,personal_loan,D,30,25_34,40k_70k,casual,WA,regional,standard,1,0,0,0,540_599,19,agency_alpha,phone_first
A003425,C003014,2025-07-14,649.63,1023.9,credit_card,A,37,35_44,under_40k,casual,NSW,metro,standard,0,0,0,3,720_plus,21,agency_alpha,digital_first
A003426,C001935,2025-04-09,1988.5,2554.38,personal_loan,D,56,55_64,70k_100k,unemployed,WA,remote,digital_engaged,1,0,0,2,540_599,58,internal_collections,standard
A003427,C000624,2026-03-23,3864.33,4501.92,personal_loan,D,18,18_24,100k_150k,full_time,VIC,metro,low_contactability,0,0,0,2,540_599,15,agency_gamma,standard
A003428,C000700,2025-07-21,6164.87,8915.54,personal_loan,A,20,18_24,70k_100k,casual,QLD,metro,standard,0,0,0,3,720_plus,5,internal_collections,phone_first
A003429,C002160,2025-08-23,971.01,1874.66,credit_card,A,44,35_44,100k_150k,full_time,VIC,metro,standard,0,0,0,3,720_plus,7,agency_alpha,digital_first
A003430,C001331,2025-05-28,5182.73,8981.35,personal_loan,A,37,35_44,70k_100k,full_time,QLD,metro,standard,0,0,0,5,720_plus,72,agency_beta,sms_email_sequence
A003431,C000473,2025-07-26,3787.54,3470.1,personal_loan,E,54,45_54,40k_70k,casual,VIC,metro,standard,0,0,0,1,under_540,16,agency_alpha,digital_first
A003432,C001237,2025-04-03,1091.99,1055.04,credit_card,D,17,18_24,40k_70k,part_time,QLD,unknown,standard,1,0,0,0,540_599,17,agency_alpha,digital_first
A003433,C002316,2026-03-02,3423.04,3387.81,credit_card,C,29,25_34,under_40k,casual,NSW,regional,standard,1,0,0,4,600_659,58,internal_collections,standard
A003434,C000281,2026-04-12,136.57,164.28,telco_arrears,B,31,25_34,under_40k,part_time,VIC,metro,standard,0,0,0,1,660_719,31,internal_collections,digital_first
A003435,C001178,2025-02-26,332.64,441.06,telco_arrears,C,42,35_44,40k_70k,self_employed,NSW,metro,standard,0,0,0,5,600_659,36,agency_beta,sms_email_sequence
A003436,C001895,2025-04-17,1150.06,1963.07,credit_card,C,50,45_54,70k_100k,full_time,VIC,regional,digital_engaged,1,0,0,2,600_659,38,internal_collections,digital_first
A003437,C002017,2025-02-23,1002.02,1365.6,credit_card,C,29,25_34,70k_100k,full_time,NSW,metro,digital_engaged,0,0,0,0,600_659,93,agency_gamma,digital_first
A003438,C000413,2025-10-24,748.05,1031.05,credit_card,C,20,18_24,70k_100k,self_employed,QLD,metro,standard,1,0,1,1,600_659,34,agency_beta,phone_first
A003439,C002235,2025-10-10,415.55,405.4,telco_arrears,A,29,25_34,70k_100k,casual,VIC,metro,digital_engaged,0,0,0,1,720_plus,48,agency_beta,digital_first
A003440,C003258,2025-04-17,719.42,902.08,telco_arrears,C,36,35_44,under_40k,part_time,NSW,remote,digital_engaged,1,0,0,3,600_659,33,internal_collections,digital_first
A003441,C001425,2026-04-28,604.55,554.58,utility_arrears,A,46,45_54,under_40k,unemployed,NSW,regional,low_contactability,0,0,0,1,720_plus,2,agency_gamma,standard
A003442,C002229,2025-07-23,6363.97,5424.87,personal_loan,C,18,18_24,70k_100k,student,QLD,metro,standard,1,0,0,3,600_659,40,agency_alpha,hardship_review
A003443,C001345,,4459.03,3506.78,credit_card,C,31,25_34,under_40k,part_time,VIC,remote,digital_engaged,1,0,0,0,600_659,37,internal_collections,phone_first
A003444,C002004,2026-03-21,14273.66,11646.8,personal_loan,C,68,65_plus,100k_150k,retired,NSW,metro,standard,1,0,0,2,600_659,54,agency_alpha,sms_email_sequence
A003445,C001109,2024-12-20,4015.1,7232.35,personal_loan,A,35,35_44,40k_70k,part_time,QLD,regional,hardship,0,1,0,3,720_plus,17,agency_beta,phone_first
A003446,C002195,2025-12-25,1169.98,1571.89,credit_card,C,47,45_54,70k_100k,casual,VIC,unknown,digital_engaged,1,0,0,0,600_659,30,agency_gamma,legal_warning
A003447,C000096,2025-07-23,277.45,424.82,utility_arrears,E,38,35_44,40k_70k,casual,ACT,metro,standard,0,1,0,2,under_540,17,internal_collections,digital_first
A003448,C000668,2026-04-17,5387.32,4196.44,personal_loan,D,24,18_24,40k_70k,part_time,WA,metro,standard,0,0,0,4,540_599,55,agency_gamma,legal_warning
A003449,C002699,2025-09-18,673.6,917.66,telco_arrears,E,61,55_64,40k_70k,full_time,TAS,regional,standard,0,0,0,1,under_540,58,agency_gamma,digital_first
A003450,C000120,2025-05-19,4220.56,7808.09,personal_loan,A,18,18_24,70k_100k,part_time,VIC,metro,digital_engaged,1,0,0,3,720_plus,64,agency_beta,digital_first
A003451,C000965,2024-12-04,3462.7,3032.06,personal_loan,A,29,25_34,70k_100k,full_time,WA,remote,digital_engaged,0,0,1,3,720_plus,59,agency_beta,phone_first
A003452,C000427,2025-04-16,1496.99,1248.05,bnpl,C,31,25_34,70k_100k,full_time,WA,metro,hardship,1,1,0,0,600_659,54,agency_beta,hardship_review
A003453,C000430,2024-11-08,2718.21,6012.84,personal_loan,A,42,35_44,under_40k,full_time,NSW,metro,standard,1,0,0,0,720_plus,29,agency_beta,phone_first
A003454,C001473,2026-01-20,719.99,943.43,utility_arrears,C,34,25_34,under_40k,unknown,WA,regional,low_contactability,0,0,0,1,600_659,14,agency_gamma,standard
A003455,C002268,2025-01-25,2171.52,3040.04,personal_loan,B,20,18_24,100k_150k,full_time,VIC,regional,standard,1,0,0,0,660_719,70,agency_beta,digital_first
A003456,C000805,2025-01-10,1850.83,1935.86,personal_loan,E,42,35_44,under_40k,part_time,QLD,metro,digital_engaged,1,0,0,2,under_540,47,internal_collections,digital_first
A003457,C002803,2025-11-13,2028.92,3517.35,credit_card,C,21,18_24,40k_70k,self_employed,NSW,remote,standard,0,0,0,0,600_659,31,internal_collections,digital_first
A003458,C002071,2025-09-12,670.14,1179.76,bnpl,B,49,45_54,40k_70k,full_time,QLD,regional,standard,0,0,0,4,660_719,20,internal_collections,standard
A003459,C001588,2026-04-16,9710.69,10489.04,personal_loan,B,36,35_44,40k_70k,full_time,WA,metro,digital_engaged,1,0,0,1,660_719,28,agency_alpha,standard
A003460,C002462,2025-03-28,4308.31,5370.71,personal_loan,E,42,35_44,100k_150k,full_time,VIC,metro,standard,0,1,0,4,under_540,27,agency_alpha,phone_first
A003461,C002685,2025-08-08,7524.34,8277.91,personal_loan,E,49,45_54,40k_70k,full_time,NSW,metro,standard,0,0,0,1,under_540,32,agency_beta,digital_first
A003462,C000210,2025-06-01,592.35,472.38,utility_arrears,C,55,55_64,40k_70k,full_time,NSW,metro,standard,1,0,0,1,600_659,64,agency_beta,standard
A003463,C002684,2026-01-20,7479.67,7076.52,personal_loan,B,30,25_34,100k_150k,full_time,NSW,metro,hardship,0,1,0,2,660_719,45,agency_gamma,digital_first
A003464,C000955,2024-11-03,677.44,812.35,bnpl,B,36,35_44,40k_70k,unknown,VIC,regional,standard,1,0,0,4,660_719,44,internal_collections,phone_first
A003465,C003111,2025-11-04,1014.89,964.43,credit_card,B,24,18_24,70k_100k,unknown,QLD,metro,standard,0,0,0,5,660_719,13,agency_alpha,sms_email_sequence
A003466,C002315,2025-05-14,2813.96,3997.19,personal_loan,E,19,18_24,under_40k,casual,VIC,metro,standard,0,0,0,2,under_540,87,agency_alpha,digital_first
A003467,C001124,2025-10-22,661.33,537.34,utility_arrears,D,66,65_plus,under_40k,retired,NSW,regional,standard,0,0,0,2,540_599,57,agency_alpha,phone_first
A003468,C002783,2025-02-03,532.34,573.31,telco_arrears,E,50,45_54,under_40k,full_time,NSW,regional,digital_engaged,1,0,0,1,under_540,22,agency_alpha,standard
A003469,C002198,2024-12-16,4168.48,6588.36,personal_loan,E,41,35_44,40k_70k,full_time,WA,metro,standard,0,0,0,1,under_540,21,internal_collections,digital_first
A003470,C001509,2025-02-12,5223.75,6486.98,personal_loan,C,67,65_plus,150k_plus,retired,ACT,metro,digital_engaged,0,0,0,5,600_659,35,agency_alpha,digital_first
A003471,C000419,2025-12-05,223.21,200.04,telco_arrears,C,29,25_34,40k_70k,casual,QLD,metro,standard,1,0,0,0,600_659,22,agency_alpha,phone_first
A003472,C000955,2025-02-05,1659.83,1616.85,utility_arrears,D,30,25_34,40k_70k,part_time,QLD,regional,dispute_prone,1,0,1,1,540_599,30,agency_alpha,sms_email_sequence
A003473,C000482,2025-08-27,738.97,1112.03,credit_card,C,22,18_24,70k_100k,full_time,VIC,metro,hardship,1,1,0,0,600_659,34,agency_alpha,digital_first
A003474,C002398,2024-11-07,4115.32,5023.03,personal_loan,C,21,18_24,under_40k,part_time,ACT,metro,digital_engaged,1,0,0,3,600_659,27,internal_collections,digital_first
A003475,C002744,2026-04-15,3117.11,3622.65,credit_card,C,47,45_54,,full_time,QLD,regional,standard,0,0,0,0,600_659,17,internal_collections,sms_email_sequence
A003476,C000244,2025-02-12,3959.69,3655.13,credit_card,D,69,65_plus,150k_plus,full_time,NSW,metro,digital_engaged,0,0,0,0,540_599,22,agency_beta,digital_first
A003477,C000572,2026-03-17,1010.33,1051.23,credit_card,B,46,45_54,under_40k,full_time,SA,regional,low_contactability,0,0,0,2,660_719,89,agency_gamma,legal_warning
A003478,C000835,2026-02-23,549.72,438.56,telco_arrears,E,39,35_44,under_40k,full_time,VIC,metro,dispute_prone,1,0,1,1,under_540,44,internal_collections,digital_first
A003479,C000104,2025-07-06,1933.8,2110.4,credit_card,E,50,45_54,40k_70k,self_employed,VIC,metro,digital_engaged,1,0,0,0,under_540,9,agency_gamma,hardship_review
A003480,C002258,2026-02-22,1640.95,1181.26,utility_arrears,E,49,45_54,150k_plus,full_time,VIC,metro,low_contactability,1,0,0,0,under_540,63,agency_alpha,standard
A003481,C003235,2024-12-20,951.49,1642.7,credit_card,B,39,35_44,under_40k,full_time,VIC,remote,standard,1,0,0,2,660_719,36,internal_collections,standard
A003482,C003040,2025-12-04,2257.66,3326.55,credit_card,C,47,45_54,70k_100k,full_time,NSW,metro,low_contactability,0,0,0,0,600_659,71,agency_beta,legal_warning
A003483,C000594,2025-05-09,425.29,657.96,credit_card,A,21,18_24,100k_150k,casual,NSW,metro,standard,1,0,0,3,720_plus,58,agency_beta,phone_first
A003484,C003241,2025-07-20,14542.31,13301.6,personal_loan,D,38,35_44,under_40k,casual,NSW,metro,standard,1,0,1,3,540_599,36,agency_alpha,sms_email_sequence
A003485,C002593,2026-04-22,1020.66,926.44,utility_arrears,D,34,25_34,70k_100k,self_employed,NSW,unknown,standard,0,0,0,2,540_599,44,agency_gamma,digital_first
A003486,C000809,2025-03-18,2340.6,2273.14,credit_card,A,36,35_44,under_40k,full_time,NSW,regional,digital_engaged,0,0,0,0,720_plus,77,agency_alpha,phone_first
A003487,C001509,2025-01-17,1388.96,1126.35,utility_arrears,C,23,18_24,under_40k,full_time,VIC,metro,low_contactability,0,0,0,4,600_659,65,agency_alpha,standard
A003488,C001975,2025-12-09,427.02,392.08,telco_arrears,D,48,45_54,70k_100k,full_time,VIC,regional,digital_engaged,0,0,0,5,540_599,0,internal_collections,phone_first
A003489,C000163,2024-12-14,1265.13,1130.08,credit_card,C,40,35_44,40k_70k,casual,VIC,regional,hardship,1,1,0,1,600_659,32,agency_beta,digital_first
A003490,C001162,2026-04-04,306.34,497.76,bnpl,A,19,18_24,150k_plus,full_time,SA,remote,standard,1,0,0,4,720_plus,49,internal_collections,standard
A003491,C002934,2025-07-19,622.6,722.19,bnpl,C,40,35_44,under_40k,full_time,VIC,metro,standard,0,0,0,5,600_659,43,agency_gamma,phone_first
A003492,C001067,2026-02-10,733.46,1093.13,credit_card,D,32,25_34,under_40k,part_time,VIC,regional,standard,1,0,0,4,540_599,32,agency_gamma,sms_email_sequence
A003493,C000747,2025-11-01,8967.21,8939.5,personal_loan,B,33,25_34,40k_70k,full_time,QLD,regional,standard,1,0,0,4,660_719,57,internal_collections,digital_first
A003494,C002019,2025-08-27,5526.91,10694.88,personal_loan,C,18,18_24,70k_100k,unemployed,WA,metro,standard,0,0,0,3,600_659,17,agency_beta,digital_first
A003495,C000240,2026-01-21,3482.7,3052.33,credit_card,D,28,25_34,150k_plus,casual,QLD,metro,hardship,0,1,0,1,540_599,78,agency_alpha,phone_first
A003496,C002074,2025-12-16,180.68,294.75,utility_arrears,D,77,65_plus,40k_70k,self_employed,QLD,remote,low_contactability,1,0,0,2,540_599,0,agency_gamma,digital_first
A003497,C002107,2025-07-24,277.86,354.58,telco_arrears,C,39,35_44,70k_100k,full_time,NSW,metro,standard,1,0,0,3,600_659,82,agency_alpha,phone_first
A003498,C001656,2026-03-28,381.74,541.19,bnpl,B,26,25_34,under_40k,full_time,VIC,regional,standard,0,0,0,5,660_719,44,agency_alpha,digital_first
A003499,C000249,2026-01-15,393.7,509.86,utility_arrears,D,34,25_34,under_40k,part_time,WA,metro,digital_engaged,1,0,0,0,540_599,39,agency_alpha,standard
A003500,C001935,2025-08-18,773.65,1371.84,bnpl,A,28,25_34,40k_70k,full_time,NSW,metro,standard,0,0,0,4,720_plus,25,internal_collections,sms_email_sequence
A003501,C000242,2025-08-04,6947.99,7986.33,personal_loan,C,43,35_44,40k_70k,full_time,UNKNOWN,metro,standard,1,0,0,0,600_659,63,internal_collections,digital_first
A003502,C003088,2026-03-11,536.33,435.26,bnpl,D,27,25_34,40k_70k,full_time,NT,metro,low_contactability,1,0,0,0,540_599,30,agency_gamma,phone_first
A003503,C000616,2026-03-20,572.69,1102.57,bnpl,B,24,18_24,70k_100k,full_time,VIC,regional,standard,0,0,1,2,660_719,45,agency_alpha,phone_first
A003504,C001268,2026-03-20,6342.59,6643.62,personal_loan,B,44,35_44,70k_100k,self_employed,VIC,metro,digital_engaged,1,0,0,0,660_719,23,agency_alpha,digital_first
A003505,C002007,2026-02-06,4549.42,4323.45,credit_card,C,37,35_44,150k_plus,full_time,VIC,regional,digital_engaged,1,0,0,3,600_659,56,agency_alpha,standard
A003506,C001708,2025-08-09,256.74,265.72,telco_arrears,E,59,55_64,100k_150k,unemployed,VIC,metro,digital_engaged,0,0,0,0,under_540,61,agency_beta,sms_email_sequence
A003507,C000746,2025-09-08,5062.9,4545.78,credit_card,A,31,25_34,under_40k,casual,NSW,metro,standard,1,0,0,1,720_plus,38,agency_alpha,digital_first
A003508,C000455,2025-05-04,2427.13,4458.81,credit_card,B,43,35_44,40k_70k,unemployed,QLD,regional,digital_engaged,1,0,0,2,660_719,57,internal_collections,phone_first
A003509,C001623,2024-11-20,725.38,838.61,credit_card,C,40,35_44,100k_150k,unemployed,QLD,metro,standard,1,0,0,0,600_659,50,agency_beta,digital_first
A003510,C001944,2025-05-21,1275.98,2113.45,credit_card,B,31,25_34,40k_70k,full_time,VIC,metro,standard,0,0,0,0,660_719,35,agency_gamma,standard
A003511,C000584,2026-04-06,783.46,865.92,utility_arrears,A,54,45_54,40k_70k,full_time,QLD,regional,standard,1,0,1,2,720_plus,33,internal_collections,digital_first
A003512,C000231,2025-04-10,1450.5,2248.75,credit_card,C,18,18_24,40k_70k,self_employed,QLD,regional,standard,1,0,0,3,600_659,0,agency_alpha,digital_first
A003513,C001745,2026-03-28,817.18,821.9,credit_card,D,38,35_44,40k_70k,unemployed,NSW,metro,standard,1,0,0,1,540_599,93,agency_beta,digital_first
A003514,C003261,2026-02-27,3228.34,4825.91,personal_loan,C,25,25_34,70k_100k,casual,TAS,metro,standard,1,0,0,3,600_659,19,internal_collections,hardship_review
A003515,C001338,2024-11-25,474.35,501.14,utility_arrears,C,29,25_34,40k_70k,unknown,VIC,metro,digital_engaged,1,0,0,2,600_659,9,internal_collections,phone_first
A003516,C002951,2025-06-08,316.62,446.89,bnpl,D,30,25_34,40k_70k,casual,NSW,metro,digital_engaged,1,0,0,2,540_599,40,agency_gamma,standard
A003517,C001608,2026-04-22,2169.08,3168.51,credit_card,B,35,35_44,70k_100k,full_time,WA,regional,standard,0,0,0,7,660_719,29,internal_collections,phone_first
A003518,C000219,2025-04-02,1150.55,1094.55,bnpl,C,49,45_54,40k_70k,self_employed,NSW,metro,digital_engaged,0,0,0,2,600_659,11,agency_beta,sms_email_sequence
A003519,C001598,2026-03-27,6792.86,10135.53,personal_loan,A,26,25_34,100k_150k,student,VIC,metro,digital_engaged,1,0,0,4,720_plus,10,internal_collections,sms_email_sequence
A003520,C000237,2025-07-01,7350.53,6461.28,personal_loan,B,43,35_44,70k_100k,full_time,QLD,metro,dispute_prone,1,0,1,2,660_719,56,internal_collections,digital_first
A003521,C001629,2025-07-27,874.57,916.26,telco_arrears,B,23,18_24,100k_150k,full_time,QLD,remote,standard,1,0,0,1,660_719,28,agency_beta,standard
A003522,C000531,2025-09-27,641.67,714.81,utility_arrears,C,37,35_44,40k_70k,full_time,VIC,metro,digital_engaged,1,0,0,4,600_659,54,agency_alpha,sms_email_sequence
A003523,C001058,2026-04-13,1175.82,1920.79,credit_card,D,67,65_plus,70k_100k,part_time,NSW,metro,standard,1,0,0,2,540_599,55,agency_alpha,sms_email_sequence
A003524,C002532,2025-04-19,11834.67,10788.49,personal_loan,C,19,18_24,70k_100k,part_time,QLD,regional,hardship,0,1,0,4,600_659,82,internal_collections,hardship_review
A003525,C000102,2026-02-19,3711.82,3388.78,personal_loan,D,32,25_34,70k_100k,self_employed,NSW,regional,digital_engaged,0,0,0,0,540_599,40,agency_beta,phone_first
A003526,C000182,2025-08-17,721.41,583.41,utility_arrears,C,44,35_44,70k_100k,full_time,VIC,metro,standard,1,0,0,1,600_659,61,agency_alpha,phone_first
A003527,C000597,2025-05-15,1131.86,1146.49,credit_card,D,47,45_54,70k_100k,unemployed,VIC,metro,standard,0,0,0,1,540_599,27,agency_beta,phone_first
A003528,C001874,2026-04-08,1030.18,1811.21,credit_card,E,34,25_34,70k_100k,casual,QLD,regional,digital_engaged,0,0,0,0,under_540,11,agency_beta,hardship_review
A003529,C001385,2024-11-18,808.69,603.1,telco_arrears,D,24,18_24,under_40k,full_time,NSW,regional,standard,1,0,0,0,540_599,57,internal_collections,digital_first
A003530,C000851,2026-01-26,2842.87,5304.53,personal_loan,E,46,45_54,under_40k,full_time,WA,regional,standard,1,0,0,0,under_540,27,agency_beta,digital_first
A003531,C002521,2025-09-14,3463.66,5892.97,personal_loan,E,31,25_34,100k_150k,part_time,VIC,metro,standard,0,0,1,4,under_540,42,internal_collections,sms_email_sequence
A003532,C000440,2025-04-03,273.66,246.3,telco_arrears,E,23,18_24,under_40k,self_employed,VIC,metro,dispute_prone,0,0,1,4,under_540,44,internal_collections,standard
A003533,C001831,2024-11-18,1051.17,879.47,credit_card,C,63,55_64,100k_150k,retired,VIC,metro,hardship,0,1,0,2,600_659,23,agency_alpha,phone_first
A003534,C003092,2025-07-20,1289.65,2032.9,credit_card,A,37,35_44,70k_100k,casual,VIC,regional,standard,0,0,0,3,720_plus,34,agency_beta,digital_first
A003535,C001574,2025-11-02,173.71,369.25,utility_arrears,A,37,35_44,70k_100k,full_time,NSW,metro,standard,1,0,0,1,720_plus,64,internal_collections,sms_email_sequence
A003536,C001835,2025-03-28,731.2,632.72,bnpl,A,44,35_44,40k_70k,unknown,WA,regional,standard,1,0,0,3,720_plus,33,agency_alpha,digital_first
A003537,C003161,2025-10-06,6646.07,5604.97,personal_loan,E,53,45_54,70k_100k,part_time,VIC,remote,digital_engaged,1,0,0,1,under_540,0,internal_collections,digital_first
A003538,C000601,2026-01-10,957.45,1233.71,credit_card,C,48,45_54,40k_70k,part_time,VIC,metro,standard,0,0,0,4,600_659,0,agency_beta,phone_first
A003539,C001301,2025-04-06,1341.05,1134.66,telco_arrears,B,36,35_44,40k_70k,unemployed,VIC,metro,digital_engaged,1,0,0,0,660_719,74,agency_alpha,phone_first
A003540,C003255,2025-12-03,8897.76,8843.07,personal_loan,D,30,25_34,100k_150k,full_time,NSW,metro,digital_engaged,1,0,0,3,540_599,62,agency_gamma,digital_first
A003541,C000313,2025-04-14,687.99,914.2,credit_card,E,21,18_24,70k_100k,full_time,QLD,metro,hardship,0,1,0,0,under_540,78,internal_collections,digital_first
A003542,C002110,2025-02-10,486.39,515.34,utility_arrears,D,46,45_54,150k_plus,full_time,WA,metro,low_contactability,0,0,0,2,540_599,15,internal_collections,digital_first
A003543,C000435,2026-01-03,3160.35,3124.77,credit_card,B,21,18_24,under_40k,full_time,NSW,metro,hardship,1,1,0,3,660_719,18,internal_collections,digital_first
A003544,C001991,2025-05-14,667.86,555.99,credit_card,D,34,25_34,40k_70k,full_time,NSW,regional,standard,0,0,0,2,540_599,11,agency_alpha,digital_first
A003545,C001485,2026-02-11,3006.08,2843.58,personal_loan,A,46,45_54,70k_100k,unemployed,NSW,metro,standard,0,0,0,1,720_plus,21,agency_alpha,hardship_review
A003546,C002530,2025-01-22,169.03,178.82,telco_arrears,B,33,25_34,40k_70k,full_time,QLD,metro,digital_engaged,1,0,0,0,660_719,44,internal_collections,phone_first
A003547,C002494,2025-06-15,4754.54,6661.87,personal_loan,D,32,25_34,70k_100k,self_employed,NSW,remote,standard,0,0,0,5,540_599,11,agency_alpha,phone_first
