contact_id,account_id,contact_date,contact_channel,contact_result,agent_id,promised_payment_date
K00008187,A003274,2026-02-23,sms,delivered,AG040,
K00008189,A003274,2026-04-22,email,right_party_contact,AG005,
K00008191,A003275,2025-10-13,email,dispute_raised,AG011,
K00008190,A003275,2025-11-04,sms,delivered,AG030,
K00008192,A003275,2026-02-09,email,no_answer,AG005,
K00008197,A003276,2026-03-02,sms,no_answer,AG038,
K00008193,A003276,2026-03-05,letter,right_party_contact,AG042,
K00008195,A003276,2026-04-02,letter,hardship_discussed,AG044,
K00008194,A003276,2026-04-15,email,delivered,AG025,
K00008196,A003276,2026-04-28,letter,dispute_raised,AG017,
K00008198,A003277,2025-12-10,email,promise_to_pay,AG013,2025-12-24
K00008201,A003277,2026-01-13,sms,promise_to_pay,AG042,2026-01-18
K00008199,A003277,2026-01-15,phone,delivered,AG034,
K00008200,A003277,2026-01-26,phone,wrong_number,AG044,
K00008202,A003278,2025-07-07,sms,wrong_number,AG029,
K00008203,A003278,2025-07-15,sms,wrong_number,AG003,
K00008204,A003278,2025-08-17,sms,no_answer,AG041,
K00008206,A003280,2026-01-01,email,delivered,AG006,
K00008205,A003280,2026-01-16,email,delivered,AG002,
K00008207,A003280,2026-01-20,sms,wrong_number,AG022,
K00008208,A003281,2025-10-08,letter,right_party_contact,AG028,
K00008210,A003282,2025-12-04,sms,no_answer,AG038,
K00008213,A003282,2025-12-13,sms,delivered,AG016,
K00008209,A003282,2026-01-11,email,hardship_discussed,AG007,
K00008214,A003282,2026-01-12,sms,no_answer,AG017,
K00008211,A003282,2026-01-13,email,promise_to_pay,AG018,2026-01-27
K00008212,A003282,2026-01-14,email,no_answer,AG028,
K00008215,A003283,2026-02-27,phone,hardship_discussed,AG023,
K00008218,A003284,2025-12-30,phone,wrong_number,AG020,
K00008216,A003284,2026-01-08,sms,delivered,AG017,
K00008217,A003284,2026-02-23,email,no_answer,AG003,
K00008219,A003286,2026-01-03,sms,no_answer,AG010,
K00008220,A003286,2026-04-04,email,no_answer,AG030,
K00008224,A003287,2025-12-29,email,wrong_number,AG031,
K00008221,A003287,2026-01-11,email,wrong_number,AG036,
K00008222,A003287,2026-01-13,sms,delivered,AG022,
K00008225,A003287,2026-01-22,sms,no_answer,AG002,
K00008223,A003287,2026-01-31,sms,delivered,AG019,
K00008226,A003287,2026-02-02,phone,right_party_contact,AG039,
K00008227,A003288,2025-04-06,email,right_party_contact,AG045,
K00008229,A003289,2025-10-20,email,no_answer,AG027,
K00008230,A003289,2025-10-24,email,no_answer,AG015,
K00008233,A003289,2025-10-25,phone,delivered,AG045,
K00008231,A003289,2025-12-10,email,promise_to_pay,AG001,2025-12-24
K00008232,A003289,2026-01-20,sms,no_answer,AG043,
K00008228,A003289,2026-04-07,email,right_party_contact,AG009,
K00008234,A003290,2025-10-21,phone,no_answer,AG023,
K00008238,A003290,2025-11-01,sms,dispute_raised,AG025,
K00008237,A003290,2025-11-11,phone,delivered,AG038,
K00008236,A003290,2025-11-30,sms,hardship_discussed,AG029,
K00008235,A003290,2026-01-02,phone,right_party_contact,AG028,
K00008239,A003291,2026-04-07,phone,wrong_number,AG042,
K00008241,A003292,2026-01-26,sms,wrong_number,AG018,
K00008240,A003292,2026-02-01,sms,wrong_number,AG036,
K00008244,A003293,2026-02-18,email,dispute_raised,AG045,
K00008242,A003293,2026-03-20,phone,right_party_contact,AG037,
K00008243,A003293,2026-04-21,phone,right_party_contact,AG029,
K00008245,A003295,2025-10-28,email,no_answer,AG008,
K00008246,A003295,2025-11-11,sms,delivered,AG019,
K00008248,A003295,2025-11-30,phone,promise_to_pay,AG045,2025-12-03
K00008247,A003295,2026-02-13,email,right_party_contact,AG002,
K00008251,A003296,2026-02-04,email,wrong_number,AG023,
K00008250,A003296,2026-02-09,sms,delivered,AG021,
K00008249,A003296,2026-03-25,sms,promise_to_pay,AG040,2026-03-30
K00008252,A003296,2026-04-01,sms,delivered,AG034,
K00008253,A003297,2025-10-20,letter,promise_to_pay,AG009,2025-10-30
K00008254,A003297,2025-11-14,email,delivered,AG018,
K00008255,A003298,2025-12-14,sms,hardship_discussed,AG018,
K00008256,A003298,2025-12-16,letter,hardship_discussed,AG005,
K00008258,A003299,2026-03-17,email,right_party_contact,AG005,
K00008259,A003299,2026-03-20,sms,delivered,AG038,
K00008257,A003299,2026-04-08,email,no_answer,AG038,
K00008260,A003300,2025-06-30,field_visit,right_party_contact,AG035,
K00008261,A003302,2025-11-28,letter,right_party_contact,AG002,
K00008262,A003302,2025-11-29,sms,delivered,AG033,
K00008265,A003302,2025-12-30,sms,no_answer,AG022,
K00008264,A003302,2026-01-19,sms,right_party_contact,AG012,
K00008263,A003302,2026-03-05,letter,delivered,AG037,
K00008266,A003303,2025-10-21,email,delivered,AG044,
K00008267,A003303,2025-11-06,email,no_answer,AG027,
K00008268,A003303,2025-11-22,phone,no_answer,AG028,
K00008269,A003304,2025-07-16,phone,delivered,AG020,
K00008270,A003304,2025-07-24,sms,no_answer,AG039,
K00008271,A003304,2025-10-05,letter,promise_to_pay,AG031,2025-10-12
K00008272,A003305,2026-02-12,email,no_answer,AG024,
K00008273,A003306,2026-01-05,email,promise_to_pay,AG014,2026-01-19
K00008274,A003307,2026-03-07,sms,no_answer,AG033,
K00008275,A003308,2026-03-07,phone,delivered,AG032,
K00008277,A003309,2025-10-14,phone,dispute_raised,AG024,
K00008276,A003309,2025-11-03,sms,delivered,AG031,
K00008280,A003310,2025-12-10,email,no_answer,AG008,
K00008279,A003310,2026-01-13,sms,no_answer,AG014,
K00008278,A003310,2026-02-03,email,no_answer,AG041,
K00008281,A003313,2025-05-16,sms,hardship_discussed,AG007,
K00008283,A003313,2025-06-01,letter,delivered,AG041,
K00008282,A003313,2025-06-03,phone,delivered,AG031,
K00008285,A003314,2025-11-18,sms,no_answer,AG008,
K00008284,A003314,2025-12-29,phone,hardship_discussed,AG025,
K00008288,A003315,2026-03-09,phone,hardship_discussed,AG024,
K00008287,A003315,2026-04-01,phone,hardship_discussed,AG020,
K00008286,A003315,2026-04-02,email,delivered,AG002,
K00008290,A003316,2025-06-29,email,no_answer,AG018,
K00008291,A003316,2025-08-09,letter,no_answer,AG001,
K00008289,A003316,2025-09-27,letter,right_party_contact,AG018,
K00008293,A003317,2025-07-21,sms,right_party_contact,AG028,
K00008292,A003317,2025-08-02,letter,dispute_raised,AG033,
K00008295,A003318,2026-02-11,sms,delivered,AG003,
K00008298,A003318,2026-02-14,sms,no_answer,AG007,
K00008296,A003318,2026-03-07,email,promise_to_pay,AG029,2026-03-21
K00008297,A003318,2026-03-09,email,delivered,AG031,
K00008294,A003318,2026-04-26,phone,delivered,AG003,
K00008299,A003319,2026-03-25,sms,no_answer,AG020,
K00008301,A003319,2026-04-14,email,dispute_raised,AG017,
K00008300,A003319,2026-04-28,sms,delivered,AG023,
K00008305,A003320,2025-11-24,sms,wrong_number,AG023,
K00008302,A003320,2025-11-28,sms,dispute_raised,AG010,
K00008303,A003320,2025-12-23,sms,delivered,AG022,
K00008304,A003320,2025-12-26,letter,no_answer,AG016,
K00008306,A003320,2026-03-02,sms,delivered,AG006,
K00008307,A003321,2026-04-05,sms,right_party_contact,AG015,
K00008308,A003321,2026-04-15,phone,right_party_contact,AG011,
K00008310,A003322,2026-03-09,sms,delivered,AG006,
K00008309,A003322,2026-03-18,email,delivered,AG029,
K00008311,A003322,2026-03-30,sms,promise_to_pay,AG025,2026-04-02
K00008313,A003323,2025-06-29,letter,dispute_raised,AG035,
K00008312,A003323,2025-09-06,sms,no_answer,AG039,
K00008314,A003323,2025-10-14,email,right_party_contact,AG006,
K00008315,A003324,2025-09-21,email,hardship_discussed,AG028,
K00008316,A003324,2025-11-07,sms,no_answer,AG022,
K00008317,A003326,2026-04-21,phone,no_answer,AG011,
K00008318,A003327,2026-02-20,sms,right_party_contact,AG016,
K00008319,A003327,2026-04-23,sms,wrong_number,AG040,
K00008320,A003328,2024-11-12,email,right_party_contact,AG020,
K00008323,A003329,2025-10-15,sms,no_answer,AG001,
K00008322,A003329,2025-10-20,sms,no_answer,AG043,
K00008321,A003329,2025-10-25,letter,delivered,AG032,
K00008326,A003329,2025-11-07,phone,no_answer,AG022,
K00008324,A003329,2026-01-14,phone,no_answer,AG004,
K00008325,A003329,2026-03-10,sms,no_answer,AG018,
K00008327,A003330,2026-04-02,field_visit,delivered,AG013,
K00008329,A003330,2026-04-09,letter,promise_to_pay,AG008,2026-04-23
K00008328,A003330,2026-04-28,sms,delivered,AG036,
K00008330,A003331,2026-02-10,email,dispute_raised,AG017,
K00008331,A003333,2025-02-23,email,no_answer,AG003,
K00008332,A003333,2025-03-09,sms,right_party_contact,AG018,
K00008336,A003334,2026-01-24,email,delivered,AG025,
K00008335,A003334,2026-01-30,email,no_answer,AG003,
K00008334,A003334,2026-02-16,sms,delivered,AG003,
K00008333,A003334,2026-04-29,phone,delivered,AG013,
K00008338,A003335,2026-01-25,sms,right_party_contact,AG043,
K00008337,A003335,2026-02-16,sms,no_answer,AG021,
K00008339,A003337,2026-04-05,email,promise_to_pay,AG013,2026-04-10
K00008340,A003338,2025-09-04,email,delivered,AG022,
K00008341,A003339,2025-04-03,email,delivered,AG034,
K00008345,A003339,2025-04-12,sms,delivered,AG003,
K00008343,A003339,2025-04-16,email,no_answer,AG011,
K00008342,A003339,2025-04-17,email,delivered,AG008,
K00008344,A003339,2025-05-22,sms,wrong_number,AG004,
K00008346,A003340,2025-10-28,sms,promise_to_pay,AG011,2025-11-07
K00008352,A003340,2025-11-02,phone,wrong_number,AG010,
K00008347,A003340,2025-11-05,phone,right_party_contact,AG031,
K00008351,A003340,2025-11-07,email,dispute_raised,AG040,
K00008350,A003340,2025-12-02,phone,hardship_discussed,AG025,
K00008349,A003340,2025-12-03,letter,no_answer,AG011,
K00008348,A003340,2026-02-26,phone,delivered,AG017,
K00008356,A003341,2025-03-31,sms,delivered,AG029,
K00008355,A003341,2025-05-02,field_visit,no_answer,AG037,
K00008353,A003341,2025-05-07,phone,right_party_contact,AG041,
K00008354,A003341,2025-05-13,email,no_answer,AG034,
K00008358,A003341,2025-05-28,sms,delivered,AG036,
K00008357,A003341,2025-06-30,phone,right_party_contact,AG033,
K00008359,A003343,2026-02-11,email,hardship_discussed,AG007,
K00008362,A003344,2025-07-06,letter,delivered,AG013,
K00008360,A003344,2025-08-23,email,right_party_contact,AG013,
K00008361,A003344,2025-08-23,email,no_answer,AG002,
K00008363,A003344,2025-10-26,letter,hardship_discussed,AG032,
K00008364,A003345,2025-01-13,email,no_answer,AG045,
K00008368,A003345,2025-01-17,sms,delivered,AG011,
K00008365,A003345,2025-01-25,sms,right_party_contact,AG016,
K00008367,A003345,2025-02-04,sms,delivered,AG037,
K00008366,A003345,2025-02-09,sms,wrong_number,AG044,
K00008369,A003345,2025-02-10,email,delivered,AG024,
K00008370,A003347,2026-04-06,phone,delivered,AG045,
K00008371,A003347,2026-04-21,letter,delivered,AG004,
K00008372,A003348,2025-11-02,field_visit,delivered,AG026,
K00008373,A003349,2026-01-22,sms,no_answer,AG026,
K00008374,A003349,2026-02-03,letter,right_party_contact,AG040,
K00008377,A003350,2025-06-10,sms,delivered,AG020,
K00008375,A003350,2025-06-22,sms,right_party_contact,AG014,
K00008378,A003350,2025-07-21,email,right_party_contact,AG004,
K00008376,A003350,2025-09-23,sms,no_answer,AG005,
K00008379,A003352,2026-04-27,email,hardship_discussed,AG029,
K00008381,A003353,2026-04-15,sms,wrong_number,AG006,
K00008380,A003353,2026-04-22,phone,wrong_number,AG031,
K00008382,A003354,2025-12-10,email,wrong_number,AG023,
K00008384,A003355,2026-01-21,sms,delivered,AG005,
K00008383,A003355,2026-02-03,sms,delivered,AG015,
K00008388,A003356,2025-09-01,sms,dispute_raised,AG026,
K00008385,A003356,2025-09-19,sms,promise_to_pay,AG018,2025-10-03
K00008387,A003356,2025-10-23,email,no_answer,AG028,
K00008386,A003356,2025-11-03,sms,hardship_discussed,AG013,
K00008391,A003358,2025-11-03,sms,wrong_number,AG016,
K00008389,A003358,2025-11-20,email,no_answer,AG006,
K00008392,A003358,2025-11-21,phone,no_answer,AG015,
K00008390,A003358,2025-11-28,phone,delivered,AG003,
K00008394,A003358,2025-12-31,email,promise_to_pay,AG013,2026-01-05
K00008393,A003358,2026-03-04,sms,delivered,AG016,
K00008395,A003359,2026-03-09,sms,delivered,AG012,
K00008398,A003361,2025-03-19,field_visit,wrong_number,AG028,
K00008396,A003361,2025-04-25,field_visit,promise_to_pay,AG019,2025-05-05
K00008397,A003361,2025-07-25,sms,delivered,AG018,
K00008400,A003362,2025-10-11,sms,no_answer,AG043,
K00008399,A003362,2025-11-21,sms,right_party_contact,AG002,
K00008402,A003364,2026-02-16,email,delivered,AG015,
K00008401,A003364,2026-02-23,sms,dispute_raised,AG016,
K00008403,A003364,2026-03-19,phone,delivered,AG014,
K00008406,A003365,2025-07-23,sms,delivered,AG006,
K00008408,A003365,2025-08-02,phone,delivered,AG029,
K00008404,A003365,2025-09-01,phone,right_party_contact,AG025,
K00008405,A003365,2025-10-27,sms,right_party_contact,AG031,
K00008407,A003365,2026-01-16,email,delivered,AG003,
K00008410,A003366,2025-11-28,sms,right_party_contact,AG011,
K00008409,A003366,2026-04-13,letter,promise_to_pay,AG025,2026-04-20
K00008413,A003368,2025-03-27,phone,delivered,AG031,
K00008411,A003368,2025-04-21,phone,promise_to_pay,AG017,2025-04-28
K00008412,A003368,2025-05-05,email,delivered,AG035,
K00008414,A003369,2026-03-15,sms,right_party_contact,AG022,
K00008416,A003370,2025-12-23,sms,delivered,AG034,
K00008419,A003370,2026-01-25,email,promise_to_pay,AG010,2026-02-01
K00008418,A003370,2026-02-07,email,delivered,AG008,
K00008417,A003370,2026-02-24,letter,delivered,AG001,
K00008415,A003370,2026-04-02,email,hardship_discussed,AG025,
K00008420,A003371,2025-11-29,email,hardship_discussed,AG023,
K00008425,A003371,2025-12-01,sms,promise_to_pay,AG035,2025-12-08
K00008424,A003371,2025-12-02,email,promise_to_pay,AG021,2025-12-07
K00008422,A003371,2025-12-25,email,delivered,AG038,
K00008423,A003371,2026-01-08,sms,delivered,AG019,
K00008421,A003371,2026-03-10,email,right_party_contact,AG044,
K00008426,A003372,2026-03-18,email,right_party_contact,AG008,
K00008427,A003372,2026-03-25,sms,promise_to_pay,AG029,2026-04-08
K00008428,A003373,2025-08-11,sms,delivered,AG035,
K00008429,A003373,2025-09-04,email,delivered,AG032,
K00008430,A003374,2025-11-23,phone,no_answer,AG040,
K00008432,A003374,2025-12-16,letter,promise_to_pay,AG038,2025-12-19
K00008431,A003374,2026-01-05,sms,right_party_contact,AG006,
K00008433,A003375,2026-04-19,sms,hardship_discussed,AG009,
K00008435,A003376,2025-11-02,sms,right_party_contact,AG014,
K00008434,A003376,2025-12-20,letter,no_answer,AG040,
K00008436,A003376,2026-01-25,sms,hardship_discussed,AG001,
K00008437,A003377,2025-09-25,phone,right_party_contact,AG034,
K00008439,A003377,2025-10-14,letter,delivered,AG013,
K00008438,A003377,2025-11-04,letter,no_answer,AG017,
K00008441,A003378,2025-08-21,phone,no_answer,AG009,
K00008440,A003378,2025-09-28,letter,promise_to_pay,AG027,2025-10-12
K00008442,A003379,2026-01-29,letter,wrong_number,AG014,
K00008443,A003379,2026-03-11,field_visit,delivered,AG025,
K00008444,A003379,2026-04-19,sms,delivered,AG015,
K00008446,A003380,2025-12-09,sms,no_answer,AG038,
K00008445,A003380,2026-02-08,letter,no_answer,AG004,
K00008447,A003382,2024-12-24,letter,right_party_contact,AG032,
K00008448,A003382,2024-12-25,email,no_answer,AG019,
K00008449,A003383,2025-06-24,letter,no_answer,AG002,
K00008452,A003384,2026-03-05,phone,no_answer,AG024,
K00008450,A003384,2026-03-20,letter,hardship_discussed,AG023,
K00008451,A003384,2026-03-22,sms,delivered,AG042,
K00008453,A003385,2026-04-30,sms,no_answer,AG033,
K00008454,A003386,2026-03-28,sms,delivered,AG017,
K00008455,A003387,2025-09-05,email,delivered,AG022,
K00008456,A003387,2025-11-30,letter,wrong_number,AG020,
K00008457,A003388,2025-12-15,sms,promise_to_pay,AG042,2025-12-22
K00008458,A003389,2025-11-12,phone,promise_to_pay,AG026,2025-11-22
K00008459,A003389,2025-11-19,sms,dispute_raised,AG037,
K00008460,A003390,2026-01-18,phone,hardship_discussed,AG008,
K00008461,A003390,2026-01-26,sms,hardship_discussed,AG001,
K00008463,A003390,2026-02-01,phone,no_answer,AG025,
K00008462,A003390,2026-02-06,phone,no_answer,AG040,
K00008465,A003390,2026-02-19,phone,no_answer,AG008,
K00008464,A003390,2026-03-01,phone,promise_to_pay,AG041,2026-03-06
K00008468,A003391,2025-10-02,email,promise_to_pay,AG011,2025-10-12
K00008466,A003391,2025-10-12,email,right_party_contact,AG004,
K00008467,A003391,2026-01-03,email,delivered,AG042,
K00008469,A003392,2025-08-23,email,hardship_discussed,AG026,
K00008470,A003392,2025-09-01,phone,delivered,AG033,
K00008471,A003393,2025-08-08,email,delivered,AG026,
K00008475,A003395,2025-05-26,email,delivered,AG032,
K00008472,A003395,2025-06-02,email,promise_to_pay,AG044,2025-06-05
K00008473,A003395,2025-06-09,email,promise_to_pay,AG019,2025-06-23
K00008474,A003395,2025-08-03,sms,right_party_contact,AG014,
K00008477,A003396,2025-04-18,sms,no_answer,AG004,
K00008476,A003396,2025-05-01,email,promise_to_pay,AG011,2025-05-06
K00008478,A003397,2026-01-19,email,promise_to_pay,AG034,2026-01-29
K00008481,A003397,2026-01-29,email,hardship_discussed,AG011,
K00008479,A003397,2026-02-21,email,right_party_contact,AG012,
K00008480,A003397,2026-04-24,email,delivered,AG017,
K00008483,A003398,2025-05-14,phone,hardship_discussed,AG006,
K00008482,A003398,2025-08-13,phone,delivered,AG001,
K00008484,A003399,2025-08-15,phone,wrong_number,AG026,
K00008485,A003399,2025-11-24,phone,delivered,AG044,
K00008486,A003400,2025-06-14,sms,right_party_contact,AG041,
K00008488,A003401,2025-05-23,email,delivered,AG009,
K00008487,A003401,2025-06-08,sms,right_party_contact,AG002,
K00008489,A003401,2025-11-19,sms,hardship_discussed,AG022,
K00008490,A003402,2026-04-06,sms,promise_to_pay,AG030,2026-04-09
K00008491,A003402,2026-04-26,sms,right_party_contact,AG037,
K00008494,A003403,2026-03-12,sms,no_answer,AG009,
K00008493,A003403,2026-03-29,phone,delivered,AG037,
K00008492,A003403,2026-04-23,letter,no_answer,AG014,
K00008495,A003405,2026-04-07,email,dispute_raised,AG009,
K00008496,A003405,2026-04-10,email,delivered,AG022,
K00008497,A003406,2025-06-14,email,delivered,AG016,
K00008498,A003407,2025-02-21,email,no_answer,AG022,
K00008499,A003407,2025-03-12,phone,wrong_number,AG042,
K00008500,A003407,2025-03-19,sms,dispute_raised,AG039,
K00008503,A003408,2025-01-18,sms,delivered,AG028,
K00008501,A003408,2025-01-24,email,right_party_contact,AG031,
K00008502,A003408,2025-04-06,email,delivered,AG016,
K00008504,A003409,2025-05-12,letter,no_answer,AG044,
K00008505,A003410,2025-09-25,email,delivered,AG042,
K00008506,A003410,2025-10-07,phone,delivered,AG018,
K00008507,A003410,2025-11-02,phone,delivered,AG014,
K00008513,A003411,2025-04-29,sms,wrong_number,AG011,
K00008508,A003411,2025-05-07,phone,dispute_raised,AG041,
K00008511,A003411,2025-06-07,email,dispute_raised,AG016,
K00008512,A003411,2025-06-20,phone,promise_to_pay,AG013,2025-07-04
K00008509,A003411,2025-06-24,sms,dispute_raised,AG009,
K00008510,A003411,2025-07-21,email,hardship_discussed,AG002,
K00008514,A003411,2025-08-12,email,delivered,AG018,
K00008515,A003412,2026-03-30,email,delivered,AG037,
K00008516,A003412,2026-04-03,phone,no_answer,AG041,
K00008517,A003412,2026-04-20,sms,right_party_contact,AG038,
K00008518,A003414,2025-12-05,sms,right_party_contact,AG022,
K00008520,A003415,2025-10-21,email,no_answer,AG040,
K00008521,A003415,2025-11-21,email,delivered,AG003,
K00008519,A003415,2026-01-01,email,right_party_contact,AG034,
K00008522,A003416,2026-01-14,sms,delivered,AG041,
K00008523,A003416,2026-03-30,letter,right_party_contact,AG027,
K00008524,A003417,2025-09-24,letter,dispute_raised,AG044,
K00008528,A003417,2025-09-25,sms,no_answer,AG025,
K00008527,A003417,2025-09-30,sms,delivered,AG012,
K00008525,A003417,2025-10-20,sms,hardship_discussed,AG007,
K00008526,A003417,2025-11-07,email,promise_to_pay,AG001,2025-11-21
K00008529,A003418,2024-12-08,letter,no_answer,AG017,
K00008532,A003419,2024-11-25,email,wrong_number,AG031,
K00008530,A003419,2024-12-28,letter,delivered,AG026,
K00008531,A003419,2025-01-25,email,no_answer,AG001,
K00008533,A003421,2026-03-06,letter,no_answer,AG013,
K00008535,A003422,2025-04-06,sms,right_party_contact,AG033,
K00008534,A003422,2025-05-08,email,delivered,AG002,
K00008536,A003425,2025-09-08,sms,hardship_discussed,AG036,
K00008540,A003426,2025-04-16,sms,hardship_discussed,AG007,
K00008537,A003426,2025-04-18,email,no_answer,AG022,
K00008538,A003426,2025-05-28,sms,dispute_raised,AG004,
K00008539,A003426,2025-07-25,letter,delivered,AG020,
K00008541,A003427,2026-04-15,field_visit,wrong_number,AG026,
K00008542,A003427,2026-04-19,email,no_answer,AG017,
K00008544,A003431,2025-09-03,letter,right_party_contact,AG019,
K00008545,A003431,2025-09-07,sms,delivered,AG005,
K00008543,A003431,2025-09-17,email,wrong_number,AG002,
K00008547,A003431,2025-09-18,phone,promise_to_pay,AG011,2025-09-23
K00008546,A003431,2025-10-27,email,no_answer,AG017,
K00008548,A003432,2025-04-14,sms,hardship_discussed,AG045,
K00008549,A003432,2025-04-23,sms,promise_to_pay,AG003,2025-04-28
K00008551,A003432,2025-06-22,email,right_party_contact,AG037,
K00008550,A003432,2025-08-16,email,no_answer,AG035,
K00008553,A003433,2026-04-06,email,delivered,AG027,
K00008552,A003433,2026-04-24,sms,no_answer,AG013,
K00008554,A003435,2025-03-06,field_visit,hardship_discussed,AG009,
K00008558,A003435,2025-03-14,email,hardship_discussed,AG014,
K00008556,A003435,2025-04-01,letter,hardship_discussed,AG003,
K00008557,A003435,2025-04-14,letter,right_party_contact,AG005,
K00008555,A003435,2025-04-22,letter,delivered,AG023,
K00008560,A003436,2025-04-21,email,delivered,AG030,
K00008559,A003436,2025-05-03,email,wrong_number,AG019,
K00008563,A003437,2025-03-19,email,right_party_contact,AG033,
K00008564,A003437,2025-03-24,email,delivered,AG028,
K00008562,A003437,2025-04-10,letter,wrong_number,AG043,
K00008561,A003437,2025-05-26,sms,wrong_number,AG037,
K00008567,A003438,2025-11-14,sms,right_party_contact,AG044,
K00008566,A003438,2025-11-20,sms,hardship_discussed,AG035,
K00008565,A003438,2025-12-24,email,dispute_raised,AG026,
K00008568,A003439,2025-11-14,letter,wrong_number,AG025,
K00008570,A003440,2025-04-18,email,delivered,AG011,
K00008571,A003440,2025-04-22,phone,hardship_discussed,AG002,
K00008569,A003440,2025-06-05,email,right_party_contact,AG039,
K00008573,A003442,2025-07-24,email,delivered,AG021,
K00008572,A003442,2025-08-11,email,no_answer,AG011,
K00008574,A003444,2026-03-29,sms,promise_to_pay,AG021,2026-04-12
K00008575,A003445,2025-01-05,sms,delivered,AG002,
K00008576,A003446,2026-02-15,sms,delivered,AG040,
K00008577,A003446,2026-02-28,email,delivered,AG022,
K00008578,A003447,2025-07-25,letter,hardship_discussed,AG036,
K00008579,A003448,2026-04-18,letter,no_answer,AG039,
K00008580,A003449,2025-12-03,email,promise_to_pay,AG030,2025-12-17
K00008582,A003450,2025-07-30,sms,promise_to_pay,AG026,2025-08-04
K00008581,A003450,2025-08-22,email,wrong_number,AG004,
K00008583,A003451,2024-12-10,email,delivered,AG029,
K00008587,A003451,2024-12-30,email,dispute_raised,AG038,
K00008585,A003451,2024-12-31,letter,dispute_raised,AG027,
K00008584,A003451,2025-01-02,phone,right_party_contact,AG014,
K00008586,A003451,2025-01-10,email,no_answer,AG027,
K00008589,A003453,2024-11-14,email,delivered,AG025,
K00008591,A003453,2024-11-28,email,delivered,AG023,
K00008590,A003453,2024-12-26,sms,delivered,AG017,
K00008588,A003453,2025-01-02,sms,no_answer,AG012,
K00008594,A003454,2026-03-04,email,wrong_number,AG034,
K00008593,A003454,2026-03-13,email,no_answer,AG014,
K00008592,A003454,2026-04-08,sms,delivered,AG007,
K00008596,A003455,2025-02-05,email,right_party_contact,AG020,
K00008598,A003455,2025-02-07,sms,dispute_raised,AG018,
K00008595,A003455,2025-02-27,letter,right_party_contact,AG032,
K00008597,A003455,2025-04-16,email,delivered,AG042,
K00008599,A003455,2025-05-07,letter,right_party_contact,AG012,
K00008600,A003456,2025-01-14,sms,right_party_contact,AG011,
K00008601,A003456,2025-03-16,sms,hardship_discussed,AG009,
K00008603,A003457,2025-12-03,email,no_answer,AG030,
K00008604,A003457,2025-12-25,phone,right_party_contact,AG037,
K00008602,A003457,2026-04-20,letter,no_answer,AG006,
K00008605,A003458,2025-12-04,field_visit,right_party_contact,AG004,
K00008606,A003458,2025-12-29,phone,no_answer,AG044,
K00008607,A003459,2026-04-18,sms,no_answer,AG033,
K00008608,A003460,2025-04-27,email,delivered,AG016,
K00008612,A003461,2025-08-10,phone,promise_to_pay,AG022,2025-08-15
K00008609,A003461,2025-09-05,email,wrong_number,AG043,
K00008610,A003461,2025-10-28,email,no_answer,AG030,
K00008611,A003461,2026-01-31,phone,promise_to_pay,AG012,2026-02-05
K00008614,A003462,2025-07-13,sms,promise_to_pay,AG012,2025-07-20
K00008613,A003462,2025-07-23,email,right_party_contact,AG001,
K00008615,A003463,2026-02-26,email,delivered,AG003,
K00008616,A003463,2026-03-03,email,right_party_contact,AG023,
K00008617,A003464,2024-12-03,sms,delivered,AG024,
K00008618,A003464,2024-12-21,sms,right_party_contact,AG023,
K00008619,A003464,2025-01-18,phone,no_answer,AG013,
K00008620,A003465,2025-11-05,email,no_answer,AG043,
K00008621,A003465,2025-12-05,letter,right_party_contact,AG039,
K00008622,A003465,2025-12-12,field_visit,right_party_contact,AG036,
K00008626,A003466,2025-05-31,field_visit,wrong_number,AG024,
K00008624,A003466,2025-07-05,email,no_answer,AG029,
K00008627,A003466,2025-07-05,phone,right_party_contact,AG019,
K00008628,A003466,2025-07-16,phone,no_answer,AG013,
K00008625,A003466,2025-07-31,letter,delivered,AG007,
K00008623,A003466,2025-09-07,phone,right_party_contact,AG030,
K00008629,A003467,2025-11-04,email,promise_to_pay,AG011,2025-11-14
K00008630,A003467,2025-11-23,sms,no_answer,AG004,
K00008631,A003467,2025-11-23,phone,promise_to_pay,AG042,2025-12-03
K00008634,A003468,2025-02-05,email,delivered,AG034,
K00008633,A003468,2025-02-18,email,no_answer,AG014,
K00008632,A003468,2025-03-14,email,no_answer,AG028,
K00008639,A003469,2024-12-20,sms,wrong_number,AG004,
K00008638,A003469,2025-01-02,phone,right_party_contact,AG043,
K00008635,A003469,2025-01-04,email,no_answer,AG018,
K00008637,A003469,2025-01-21,email,delivered,AG030,
K00008636,A003469,2025-02-21,phone,wrong_number,AG013,
K00008641,A003470,2025-03-02,sms,delivered,AG001,
K00008640,A003470,2025-03-08,phone,delivered,AG028,
K00008643,A003471,2025-12-12,email,right_party_contact,AG009,
K00008644,A003471,2025-12-23,email,no_answer,AG019,
K00008642,A003471,2026-01-21,email,right_party_contact,AG036,
K00008646,A003472,2025-02-21,phone,right_party_contact,AG011,
K00008647,A003472,2025-02-28,letter,wrong_number,AG038,
K00008649,A003472,2025-03-23,sms,dispute_raised,AG009,
K00008645,A003472,2025-04-12,sms,dispute_raised,AG030,
K00008648,A003472,2025-08-14,email,hardship_discussed,AG026,
K00008655,A003473,2025-08-29,email,no_answer,AG015,
